id,name,type,source
11695_11696,"melanoma, uveal, susceptibility to",disease,MONDO_grouped
20702_44742,epidermolytic ichthyosis,disease,MONDO_grouped
12047,"alopecia universalis congenita, 10Y gonadal dysgenesis, and laryngomalacia",disease,MONDO
18827,familial chilblain lupus,disease,MONDO
25513,autoimmune urticaria,disease,MONDO
15302,nodular cutaneous amyloidosis,disease,MONDO
20568,cutaneous myiasis,disease,MONDO
18432_19446_19447_19578,lichen myxedematosus,disease,MONDO_grouped
15694,malignant melanoma of the mucosa,disease,MONDO
15816,indolent primary cutaneous T-cell lymphoma,disease,MONDO
15817,aggressive primary cutaneous T-cell lymphoma,disease,MONDO
15819,indolent primary cutaneous B-cell lymphoma,disease,MONDO
15813,primary cutaneous marginal zone B-cell lymphoma,disease,MONDO
15814,primary cutaneous follicle center lymphoma,disease,MONDO
15820,primary cutaneous B-cell lymphoma,disease,MONDO
16771_16772_16773,annular atrophic lichen planus,disease,MONDO_grouped
16774,lichen planus pigmentosus,disease,MONDO
17270,autosomal ichthyosis syndrome,disease,MONDO
17326,infective dermatitis associated with HTLV-1,disease,MONDO
17332,pyoderma gangrenosum-acne-suppurative hidradenitis syndrome,disease,MONDO
17395,fixed pigmented erythema,disease,MONDO
17606,facial nerve palsy due to herpes zoster infection,disease,MONDO
18107,idiopathic recurrent and disabling cutaneous herpes,disease,MONDO
18181,staphylococcal scalded skin syndrome,disease,MONDO
18361,neonatal scleroderma,disease,MONDO
18586,zinc-responsive necrolytic acral erythema,disease,MONDO
18679,primary cutaneous plasmacytosis,disease,MONDO
18680,cutaneous pseudolymphoma,disease,MONDO
18688,anti-p200 pemphigoid,disease,MONDO
18708,squamous cell carcinoma of the oral tongue,disease,MONDO
19317,follicular atrophoderma-basal cell carcinoma,disease,MONDO
19322,pemphigus vegetans,disease,MONDO
19559,hypertrophic or verrucous lupus erythematosus,disease,MONDO
19579,discrete papular lichen myxedematosus,disease,MONDO
19583,localized lichen myxedematosus with mixed features of different subtypes,disease,MONDO
19584,localized lichen myxedematosus with monoclonal gammopathy or systemic symptoms,disease,MONDO
19971,melanoma of soft tissue,disease,MONDO
20638,superficial spreading melanoma,disease,MONDO
20657,human papillomavirus-related squamous cell carcinoma,disease,MONDO
20760,skin squamous cell carcinoma in situ,disease,MONDO
21033_21032,herpes zoster dermatitis,disease,MONDO_grouped
21377,hypertrophic lichen planus,disease,MONDO
21429,squamous cell carcinoma of floor of mouth,disease,MONDO
21431,squamous cell carcinoma of buccal mucosa,disease,MONDO
21607,eyelid seborrheic keratosis,disease,MONDO
21654,diffuse cutaneous mucinosis,disease,MONDO
21739,prurigo,disease,MONDO
21849,alopecia macular degeneration growth retardation syndrome,disease,MONDO
21851,alopecia universalis onychodystrophy vitiligo,disease,MONDO
21913,aquagenic pruritus,disease,MONDO
21952,autoimmune progesterone dermatitis,disease,MONDO
22623,CDK4 linked melanoma,disease,MONDO
22770,circumscribed cutaneous aplasia of the vertex,disease,MONDO
22771,circumscribed disseminated keratosis Jadassohn lew type,disease,MONDO
22799,cold urticaria,disease,MONDO
22865,corneal dystrophy ichthyosis microcephaly intellectual disability,disease,MONDO
22892,craniosynostosis alopecia brain defect,disease,MONDO
22907,cutaneous sclerosis,disease,MONDO
23043,ectodermal dysplasia alopecia preaxial polydactyly,disease,MONDO
23076,eosinophilic pustular folliculitis,disease,MONDO
23167,focal alopecia congenital megalencephaly,disease,MONDO
23221,Gaucher ichthyosis restrictive dermopathy,disease,MONDO
23619,lentigo maligna melanoma,disease,MONDO
23868,melanoma associated retinopathy,disease,MONDO
24283,Demodex folliculitis,disease,MONDO
24414,anaerobic cellulitis,disease,MONDO
24863,small size posterior uveal melanoma,disease,MONDO
24864,medium/large size posterior uveal melanoma,disease,MONDO
25030,digital dermatitis in cattle,disease,MONDO
26045,prurigo nodularis,disease,MONDO
34127,IgA pemphigus,disease,MONDO
43094,"ichthyosis, follicular",disease,MONDO
43254,papular urticaria,disease,MONDO
43257,pemphigus and fogo selvagem,disease,MONDO
43468,acne keloid,disease,MONDO
43904,"leishmaniasis, diffuse cutaneous",disease,MONDO
43988,zoster sine herpete,disease,MONDO
44113,bullous systemic lupus erythematosus,disease,MONDO
44785,desmoplastic melanoma,disease,MONDO
44907,metastatic squamous cell carcinoma,disease,MONDO
100113,hearing loss with skin disease,disease,MONDO
DB01153,Sertaconazole,drug,DrugBank
DB01086,Benzocaine,drug,DrugBank
DB00857,Terbinafine,drug,DrugBank
DB00196,Fluconazole,drug,DrugBank
DB00793,Haloprogin,drug,DrugBank
DB00936,Salicylic acid,drug,DrugBank
DB00735,Naftifine,drug,DrugBank
DB01026,Ketoconazole,drug,DrugBank
DB00239,Oxiconazole,drug,DrugBank
DB06820,Sulconazole,drug,DrugBank
DB00741,Hydrocortisone,drug,DrugBank
DB01380,Cortisone acetate,drug,DrugBank
DB00443,Betamethasone,drug,DrugBank
DB01188,Ciclopirox,drug,DrugBank
DB01127,Econazole,drug,DrugBank
DB00525,Tolnaftate,drug,DrugBank
DB00257,Clotrimazole,drug,DrugBank
DB01110,Miconazole,drug,DrugBank
DB08933,Luliconazole,drug,DrugBank
DB09345,Pramocaine,drug,DrugBank
DB09321,Zinc oxide,drug,DrugBank
DB04815,Clioquinol,drug,DrugBank
DB00400,Griseofulvin,drug,DrugBank
DB11117,Undecylenic acid,drug,DrugBank
DB01091,Butenafine,drug,DrugBank
DB00724,Imiquimod,drug,DrugBank
DB00544,Fluorouracil,drug,DrugBank
DB05013,Ingenol mebutate,drug,DrugBank
DB00179,Masoprocol,drug,DrugBank
DB00586,Diclofenac,drug,DrugBank
DB00855,Aminolevulinic acid,drug,DrugBank
DB00938,Salmeterol,drug,DrugBank
DB14512,Mometasone furoate,drug,DrugBank
DB00959,Methylprednisolone,drug,DrugBank
DB00588,Fluticasone propionate,drug,DrugBank
DB00983,Formoterol,drug,DrugBank
DB00432,Trifluridine,drug,DrugBank
DB02703,Fusidic acid,drug,DrugBank
DB00591,Fluocinolone acetonide,drug,DrugBank
DB01260,Desonide,drug,DrugBank
DB00394,Beclomethasone dipropionate,drug,DrugBank
DB00249,Idoxuridine,drug,DrugBank
DB00635,Prednisone,drug,DrugBank
DB15566,Prednisolone acetate,drug,DrugBank
DB01222,Budesonide,drug,DrugBank
DB00860,Prednisolone,drug,DrugBank
DB14539,Hydrocortisone acetate,drug,DrugBank
DB01234,Dexamethasone,drug,DrugBank
DB00896,Rimexolone,drug,DrugBank
DB00324,Fluorometholone,drug,DrugBank
DB08906,Fluticasone furoate,drug,DrugBank
DB00180,Flunisolide,drug,DrugBank
DB00684,Tobramycin,drug,DrugBank
DB00634,Sulfacetamide,drug,DrugBank
DB00626,Bacitracin,drug,DrugBank
DB00281,Lidocaine,drug,DrugBank
DB01410,Ciclesonide,drug,DrugBank
DB00620,Triamcinolone,drug,DrugBank
DB00672,Chlorpropamide,drug,DrugBank
DB00222,Glimepiride,drug,DrugBank
DB00279,Liothyronine,drug,DrugBank
DB00331,Metformin,drug,DrugBank
DB01124,Tolbutamide,drug,DrugBank
DB00624,Testosterone,drug,DrugBank
DB06768,Ammonium lactate,drug,DrugBank
DB00451,Levothyroxine,drug,DrugBank
DB01261,Sitagliptin,drug,DrugBank
DB00547,Desoximetasone,drug,DrugBank
DB06335,Saxagliptin,drug,DrugBank
DB01047,Fluocinonide,drug,DrugBank
DB01067,Glipizide,drug,DrugBank
DB08869,Tesamorelin,drug,DrugBank
DB00663,Flumethasone,drug,DrugBank
DB00912,Repaglinide,drug,DrugBank
DB00412,Rosiglitazone,drug,DrugBank
DB00839,Tolazamide,drug,DrugBank
DB01132,Pioglitazone,drug,DrugBank
DB00731,Nateglinide,drug,DrugBank
DB01016,Glyburide,drug,DrugBank
DB03793,Benzoic acid,drug,DrugBank
DB00859,Penicillamine,drug,DrugBank
DB00993,Azathioprine,drug,DrugBank
DB02362,Aminobenzoic acid,drug,DrugBank
DB00970,Dactinomycin,drug,DrugBank
DB09096,Benzoyl peroxide,drug,DrugBank
DB05219,Crisaborole,drug,DrugBank
DB00341,Cetirizine,drug,DrugBank
DB09115,Diiodohydroxyquinoline,drug,DrugBank
DB01130,Prednicarbate,drug,DrugBank
DB00557,Hydroxyzine,drug,DrugBank
DB00431,Lindane,drug,DrugBank
DB03904,Urea,drug,DrugBank
DB07615,Tranilast,drug,DrugBank
DB00288,Amcinonide,drug,DrugBank
DB06786,Halcinonide,drug,DrugBank
DB00755,Tretinoin,drug,DrugBank
DB01013,Clobetasol propionate,drug,DrugBank
DB01190,Clindamycin,drug,DrugBank
DB01142,Doxepin,drug,DrugBank
DB00846,Flurandrenolide,drug,DrugBank
DB00337,Pimecrolimus,drug,DrugBank
DB06282,Levocetirizine,drug,DrugBank
DB00410,Mupirocin,drug,DrugBank
DB12159,Dupilumab,drug,DrugBank
DB00864,Tacrolimus,drug,DrugBank
DB00492,Fosinopril,drug,DrugBank
DB13956,Estradiol valerate,drug,DrugBank
DB01320,Fosphenytoin,drug,DrugBank
DB00381,Amlodipine,drug,DrugBank
DB00178,Ramipril,drug,DrugBank
DB00542,Benazepril,drug,DrugBank
DB01275,Hydralazine,drug,DrugBank
DB00754,Ethotoin,drug,DrugBank
DB00881,Quinapril,drug,DrugBank
DB00250,Dapsone,drug,DrugBank
DB00367,Levonorgestrel,drug,DrugBank
DB00593,Ethosuximide,drug,DrugBank
DB05246,Methsuximide,drug,DrugBank
DB00310,Chlorthalidone,drug,DrugBank
DB00722,Lisinopril,drug,DrugBank
DB01185,Fluoxymesterone,drug,DrugBank
DB00436,Bendroflumethiazide,drug,DrugBank
DB01065,Melatonin,drug,DrugBank
DB00150,Tryptophan,drug,DrugBank
DB00603,Medroxyprogesterone acetate,drug,DrugBank
DB13719,Trolnitrate,drug,DrugBank
DB00717,Norethisterone,drug,DrugBank
DB01395,Drospirenone,drug,DrugBank
DB00612,Bisoprolol,drug,DrugBank
DB09123,Dienogest,drug,DrugBank
DB00165,Pyridoxine,drug,DrugBank
DB01197,Captopril,drug,DrugBank
DB00721,Procaine,drug,DrugBank
DB00563,Methotrexate,drug,DrugBank
DB00880,Chlorothiazide,drug,DrugBank
DB00999,Hydrochlorothiazide,drug,DrugBank
DB00475,Chlordiazepoxide,drug,DrugBank
DB13943,Testosterone cypionate,drug,DrugBank
DB06710,Methyltestosterone,drug,DrugBank
DB00396,Progesterone,drug,DrugBank
DB00977,Ethinylestradiol,drug,DrugBank
DB00371,Meprobamate,drug,DrugBank
DB00252,Phenytoin,drug,DrugBank
DB00269,Chlorotrianisene,drug,DrugBank
DB00255,Diethylstilbestrol,drug,DrugBank
DB00968,Methyldopa,drug,DrugBank
DB01170,Guanethidine,drug,DrugBank
DB00294,Etonogestrel,drug,DrugBank
DB00304,Desogestrel,drug,DrugBank
DB00695,Furosemide,drug,DrugBank
DB00608,Chloroquine,drug,DrugBank
DB06713,Norelgestromin,drug,DrugBank
DB01708,Prasterone,drug,DrugBank
DB00655,Estrone,drug,DrugBank
DB00571,Propranolol,drug,DrugBank
DB00421,Spironolactone,drug,DrugBank
DB00264,Metoprolol,drug,DrugBank
DB01035,Procainamide,drug,DrugBank
DB00126,Ascorbic acid,drug,DrugBank
DB00206,Reserpine,drug,DrugBank
DB00783,Estradiol,drug,DrugBank
DB01174,Phenobarbital,drug,DrugBank
DB00982,Isotretinoin,drug,DrugBank
DB11248,Zinc gluconate,drug,DrugBank
DB01203,Nadolol,drug,DrugBank
DB00575,Clonidine,drug,DrugBank
DB00384,Triamterene,drug,DrugBank
DB00605,Sulindac,drug,DrugBank
DB00598,Labetalol,drug,DrugBank
DB08879,Belimumab,drug,DrugBank
DB00957,Norgestimate,drug,DrugBank
DB00995,Auranofin,drug,DrugBank
DB11256,Levomefolic acid,drug,DrugBank
DB13944,Testosterone enanthate,drug,DrugBank
DB13954,Estradiol cypionate,drug,DrugBank
DB00553,Methoxsalen,drug,DrugBank
DB00335,Atenolol,drug,DrugBank
DB00373,Timolol,drug,DrugBank
DB00594,Amiloride,drug,DrugBank
DB00524,Metolazone,drug,DrugBank
DB09026,Aliskiren,drug,DrugBank
DB01050,Ibuprofen,drug,DrugBank
DB04575,Quinestrol,drug,DrugBank
DB00796,Candesartan cilexetil,drug,DrugBank
DB00966,Telmisartan,drug,DrugBank
DB01029,Irbesartan,drug,DrugBank
DB00177,Valsartan,drug,DrugBank
DB00232,Methyclothiazide,drug,DrugBank
DB00876,Eprosartan,drug,DrugBank
DB01089,Deserpidine,drug,DrugBank
DB09121,Aurothioglucose,drug,DrugBank
DB01611,Hydroxychloroquine,drug,DrugBank
DB00678,Losartan,drug,DrugBank
DB00691,Moexipril,drug,DrugBank
DB06770,Benzyl alcohol,drug,DrugBank
DB00570,Vinblastine,drug,DrugBank
DB01168,Procarbazine,drug,DrugBank
DB01204,Mitoxantrone,drug,DrugBank
DB00541,Vincristine,drug,DrugBank
DB01008,Busulfan,drug,DrugBank
DB00997,Doxorubicin,drug,DrugBank
DB00694,Daunorubicin,drug,DrugBank
DB00428,Streptozocin,drug,DrugBank
DB00262,Carmustine,drug,DrugBank
DB00987,Cytarabine,drug,DrugBank
DB01206,Lomustine,drug,DrugBank
DB00631,Clofarabine,drug,DrugBank
DB00199,Erythromycin,drug,DrugBank
DB00210,Adapalene,drug,DrugBank
DB00523,Alitretinoin,drug,DrugBank
DB00888,Mechlorethamine,drug,DrugBank
DB00531,Cyclophosphamide,drug,DrugBank
DB00291,Chlorambucil,drug,DrugBank
DB12498,Mogamulizumab,drug,DrugBank
DB00290,Bleomycin,drug,DrugBank
DB02701,Nicotinamide,drug,DrugBank
DB01620,Pheniramine,drug,DrugBank
DB06715,Potassium Iodide,drug,DrugBank
DB00318,Codeine,drug,DrugBank
DB00388,Phenylephrine,drug,DrugBank
DB00277,Theophylline,drug,DrugBank
DB01364,Ephedrine,drug,DrugBank
DB00891,Sulfapyridine,drug,DrugBank
DB01114,Chlorpheniramine,drug,DrugBank
DB00514,Dextromethorphan,drug,DrugBank
DB11100,Allantoin,drug,DrugBank
DB14507,Lithium citrate,drug,DrugBank
DB05679,Ustekinumab,drug,DrugBank
DB11118,Ammonia,drug,DrugBank
DB00195,Betaxolol,drug,DrugBank
DB00908,Quinidine,drug,DrugBank
DB14509,Lithium carbonate,drug,DrugBank
DB00926,Etretinate,drug,DrugBank
DB01193,Acebutolol,drug,DrugBank
DB01229,Paclitaxel,drug,DrugBank
DB14762,Risankizumab,drug,DrugBank
DB00799,Tazarotene,drug,DrugBank
DB11157,Anthralin,drug,DrugBank
DB02300,Calcipotriol,drug,DrugBank
DB06824,Triethylenetetramine,drug,DrugBank
DB01677,Fumaric Acid,drug,DrugBank
DB03166,Acetic acid,drug,DrugBank
DB00787,Acyclovir,drug,DrugBank
DB00688,Mycophenolate mofetil,drug,DrugBank
DB03255,Phenol,drug,DrugBank
DB00803,Colistin,drug,DrugBank
DB00638,Inulin,drug,DrugBank
DB01022,Phylloquinone,drug,DrugBank
DB13231,Calcium lactate,drug,DrugBank
DB00175,Pravastatin,drug,DrugBank
DB09407,Magnesium chloride,drug,DrugBank
DB09414,Dipotassium phosphate,drug,DrugBank
DB09322,Zinc sulfate,drug,DrugBank
DB00927,Famotidine,drug,DrugBank
DB09325,Sodium fluoride,drug,DrugBank
DB00761,Potassium chloride,drug,DrugBank
DB00125,Arginine,drug,DrugBank
DB00167,Isoleucine,drug,DrugBank
DB00117,Histidine,drug,DrugBank
DB00900,Didanosine,drug,DrugBank
DB00162,Vitamin A,drug,DrugBank
DB00169,Cholecalciferol,drug,DrugBank
DB01070,Dihydrotachysterol,drug,DrugBank
DB00630,Alendronic acid,drug,DrugBank
DB00120,Phenylalanine,drug,DrugBank
DB00134,Methionine,drug,DrugBank
DB00258,Calcium acetate,drug,DrugBank
DB00149,Leucine,drug,DrugBank
DB00158,Folic acid,drug,DrugBank
DB00121,Biotin,drug,DrugBank
DB00123,L-Lysine,drug,DrugBank
DB00142,Glutamic acid,drug,DrugBank
DB00133,Serine,drug,DrugBank
DB00160,Alanine,drug,DrugBank
DB00145,Glycine,drug,DrugBank
DB09481,Magnesium carbonate,drug,DrugBank
DB00153,Ergocalciferol,drug,DrugBank
DB00811,Ribavirin,drug,DrugBank
DB01296,Glucosamine,drug,DrugBank
DB11110,Magnesium citrate,drug,DrugBank
DB00136,Calcitriol,drug,DrugBank
DB11126,Calcium gluconate,drug,DrugBank
DB00326,Calcium glucoheptonate,drug,DrugBank
DB11264,Calcium glycerophosphate,drug,DrugBank
DB00146,Calcifediol,drug,DrugBank
DB14086,Cianidanol,drug,DrugBank
DB00172,Proline,drug,DrugBank
DB11255,Chromium picolinate,drug,DrugBank
DB14491,Ferrous fumarate,drug,DrugBank
DB01377,Magnesium oxide,drug,DrugBank
DB09104,Magnesium hydroxide,drug,DrugBank
DB09395,Sodium acetate,drug,DrugBank
DB00884,Risedronic acid,drug,DrugBank
DB09484,Sodium fluorophosphate,drug,DrugBank
DB01164,Calcium chloride,drug,DrugBank
DB00105,Interferon alfa-2b,drug,DrugBank
DB00915,Amantadine,drug,DrugBank
DB01235,Levodopa,drug,DrugBank
DB00309,Vindesine,drug,DrugBank
DB00190,Carbidopa,drug,DrugBank
DB01037,Selegiline,drug,DrugBank
DB01367,Rasagiline,drug,DrugBank
DB00323,Tolcapone,drug,DrugBank
DB00494,Entacapone,drug,DrugBank
DB01005,Hydroxyurea,drug,DrugBank
DB13896,Talimogene laherparepvec,drug,DrugBank
DB00413,Pramipexole,drug,DrugBank
DB12808,Trifarotene,drug,DrugBank
DB00759,Tetracycline,drug,DrugBank
DB00254,Doxycycline,drug,DrugBank
DB13368,Motretinide,drug,DrugBank
DB12924,Ozenoxacin,drug,DrugBank
DB13092,Meclocycline,drug,DrugBank
DB00681,Amphotericin B,drug,DrugBank
DB12447,Nadifloxacin,drug,DrugBank
DB00548,Azelaic acid,drug,DrugBank
DB11085,Resorcinol,drug,DrugBank
DB12035,Sarecycline,drug,DrugBank
DB01017,Minocycline,drug,DrugBank
DB13178,Inositol,drug,DrugBank
DB08949,Inositol nicotinate,drug,DrugBank
DB00184,Nicotine,drug,DrugBank
DB04145,Nicotinyl alcohol,drug,DrugBank
DB14123,Racementhol,drug,DrugBank
DB01243,Chloroxine,drug,DrugBank
DB00971,Selenium Sulfide,drug,DrugBank
DB11148,Butamben,drug,DrugBank
DB09085,Tetracaine,drug,DrugBank
DB00527,Cinchocaine,drug,DrugBank
DB09357,Dexpanthenol,drug,DrugBank
DB00497,Oxycodone,drug,DrugBank
DB14156,Synthetic camphor,drug,DrugBank
DB06243,Eflornithine,drug,DrugBank
DB00129,Ornithine,drug,DrugBank
DB00645,Dyclonine,drug,DrugBank
DB14487,Zinc acetate,drug,DrugBank
DB00916,Metronidazole,drug,DrugBank
DB00297,Bupivacaine,drug,DrugBank
DB00871,Terbutaline,drug,DrugBank
DB01256,Retapamulin,drug,DrugBank
DB14518,Aluminum acetate,drug,DrugBank
DB00772,Malathion,drug,DrugBank
DB15580,Climbazole,drug,DrugBank
