id,name,def,synonyms,xrefs,is_a,alt_ids,is_obsolete
DERMO:0000160,burning mouth syndrome,,,"SNOMEDCT_US_2015_03_01:399165002 ""burning mouth syndrome""|SNOMEDCT_US_2015_03_01:111349000 ""burning mouth syndrome""|DERMLEX:669 ""burning mouth syndrome""|DOID:4331 ""burning mouth syndrome""",DERMO:0000158,,False
DERMO:0000161,burning scalp syndrome,,,,DERMO:0000158,,False
DERMO:0000162,notalgia paresthetica,,,"SNOMEDCT_US_2015_03_01:277802001 ""notalgia paresthetica""|DERMLEX:701 ""notalgia paresthetica""",DERMO:0000158,,False
DERMO:0000163,meralgia paresthetica,,,"SNOMEDCT_US_2015_03_01:85007004 ""meralgia paresthetica""|SNOMEDCT_US_2015_03_01:155076004 ""meralgia paresthetica""|DOID:12525 ""meralgia paresthetica""",DERMO:0000158,,False
DERMO:0000164,dysesthetic anogenital pain syndrome,,,,DERMO:0000158,,False
DERMO:0000165,levator ani syndrome,,,,DERMO:0000164,,False
DERMO:0000166,proctalgia fugax,,,"SNOMEDCT_US_2015_03_01:62647006 ""proctalgia fugax""|SNOMEDCT_US_2015_03_01:155788009 ""proctalgia fugax""|SNOMEDCT_US_2015_03_01:270534003 ""proctalgia fugax""",DERMO:0000164,,False
DERMO:0000167,coccydynia,,,"SNOMEDCT_US_2015_03_01:156653009 ""coccydynia""|SNOMEDCT_US_2015_03_01:268084001 ""coccydynia""|SNOMEDCT_US_2015_03_01:34789001 ""coccydynia""",DERMO:0000164,,False
DERMO:0000168,male genital pain syndrome,,,,DERMO:0000164,,False
DERMO:0000169,koro syndrome,,,,DERMO:0000164,,False
DERMO:0000170,reflex sympathetic dystrophy,,,"SNOMEDCT_US_2015_03_01:393605009 ""reflex sympathetic dystrophy""|SNOMEDCT_US_2015_03_01:128079007 ""reflex sympathetic dystrophy""|SNOMEDCT_US_2015_03_01:203490000 ""reflex sympathetic dystrophy""|SNOMEDCT_US_2015_03_01:203492008 ""reflex sympathetic dystrophy""|SNOMEDCT_US_2015_03_01:50642008 ""reflex sympathetic dystrophy""|DERMLEX:706 ""reflex sympathetic dystrophy""|DOID:1811 ""reflex sympathetic dystrophy""",DERMO:0000158,,False
DERMO:0000171,trigeminal neuralgia,,,"SNOMEDCT_US_2015_03_01:155066002 ""trigeminal neuralgia""|SNOMEDCT_US_2015_03_01:31681005 ""trigeminal neuralgia""|DOID:12098 ""trigeminal neuralgia""|HP:0100661 ""trigeminal neuralgia""|ICD10:G50.0 ""trigeminal neuralgia""",DERMO:0000158,,False
DERMO:0000172,trigeminal trophic syndrome,,,"SNOMEDCT_US_2015_03_01:403602005 ""trigeminal trophic syndrome""|DERMLEX:699 ""trigeminal trophic syndrome""",DERMO:0000158,,False
DERMO:0000173,"pruritus, dysesthesia or psychocutaneous disease",,,,DERMO:0000001,,False
DERMO:0000174,psychocutaneous disease,,,,DERMO:0000173,,False
DERMO:0000175,psychodermatologic condition,,,,DERMO:0000174,,False
DERMO:0000176,delusions of parasitosis,,"delusional disorder, somatic type|delusional infestation|delusional parasitosis|ekbom syndrome|monosymptomatic hypochondriacal psychosis","SNOMEDCT_US_2015_03_01:238973003 ""delusions of parasitosis""",DERMO:0000175|DERMO:0002960,,False
DERMO:0000177,body dysmorphic disorder,,dysmorphophobia,"SNOMEDCT_US_2015_03_01:83482000 ""body dysmorphic disorder""|DERMLEX:680 ""body dysmorphic disorder""|DOID:0060163 ""body dysmorphic disorder""",DERMO:0000175,,False
DERMO:0000178,dermatitis artefacta,,factitial dermatitis,"SNOMEDCT_US_2015_03_01:156384004 ""dermatitis artefacta""|SNOMEDCT_US_2015_03_01:27720003 ""dermatitis artefacta""|DERMLEX:617 ""dermatitis artefacta""|DOID:9165 ""dermatitis artefacta""|ICD10:L98.1 ""dermatitis artefacta""",DERMO:0000175,,False
DERMO:0000179,neurotic excoriations,,psychogenic excoiation>,,DERMO:0000175|DERMO:0002960,,False
DERMO:0000182,disorder of hypopigmentation,,disorders of leukoderma,,DERMO:0000108,,False
DERMO:0000183,vitiligo,,,"SNOMEDCT_US_2015_03_01:156437000 ""vitiligo""|SNOMEDCT_US_2015_03_01:56727007 ""vitiligo""|DERMLEX:1839 ""vitiligo""|DOID:12306 ""vitiligo""|HP:0001045 ""vitiligo""|ICD10:L80 ""vitiligo""|MP:0010016 ""vitiligo""",DERMO:0000182,,False
DERMO:0000184,vitiligo ponctue,,,,DERMO:0000183,,False
DERMO:0000185,focal vitiligo,,,,DERMO:0000191,,False
DERMO:0000186,unilateral/segmental vitiligo,,,,DERMO:0000191|DERMO:0003413,,False
DERMO:0000187,vitiligo vulgaris,,,,DERMO:0000193,,False
DERMO:0000188,universal vitiligo,,,"DERMLEX:1847 ""generalized vitiligo""",DERMO:0000183,,False
DERMO:0000189,trichrome vitiligo,,,"SNOMEDCT_US_2015_03_01:403270009 ""trichrome vitiligo""",DERMO:0000183,,False
DERMO:0000190,isomorphic Koebner phenomenon,,IKP,,DERMO:0000183,,False
DERMO:0000191,localised vitiligo,,,"SNOMEDCT_US_2015_03_01:403267005 ""localised vitiligo""",DERMO:0000183,,False
DERMO:0000192,mucosal vitiligo,,,"DERMLEX:1850 ""mucosal vitiligo""",DERMO:0000191,,False
DERMO:0000193,generalised vitiligo,,generalized vitiligo,"SNOMEDCT_US_2015_03_01:403269008 ""generalised vitiligo""",DERMO:0000183,,False
DERMO:0000194,acrofacial vitiligo,,,,DERMO:0000193,,False
DERMO:0000195,childhood vitiligo,,,,DERMO:0000183,,False
DERMO:0000196,hereditary hypomelanosis disorder,,,,DERMO:0000182,,False
DERMO:0000197,oculocutaneous albinism,,OCA,"SNOMEDCT_US_2015_03_01:63844009 ""oculocutaneous albinism""|DOID:0050632 ""oculocutaneous albinism""",DERMO:0000196,,False
DERMO:0000198,oculocutaneous albinism 1A,,OCA1A,,DERMO:0000197,,False
DERMO:0000199,oculocutaneous albinism 1B,,OCA1B,,DERMO:0000197,,False
DERMO:0000200,oculocutaneous albinism 2,,OCA2,,DERMO:0000197,,False
DERMO:0000201,oculocutaneous albinism 3,,OCA3,,DERMO:0000197,,False
DERMO:0000202,oculocutaneous albinism 4,,OCA4,,DERMO:0000197,,False
DERMO:0000203,ocular albinism type 1,,OA1,,DERMO:0000197,,False
DERMO:0000204,piebaldism,,,"SNOMEDCT_US_2015_03_01:6479008 ""piebaldism""|DERMLEX:3184 ""piebaldism""|DOID:3263 ""piebaldism""|HP:0007544 ""piebaldism""|OMIM:164920 ""piebaldism""|OMIM:602150 ""piebaldism""",DERMO:0000196,,False
DERMO:0000205,waardenburg syndrome,,WS,"SNOMEDCT_US_2015_03_01:47434006 ""waardenburg syndrome""|DERMLEX:3192 ""waardenburg syndrome""|DOID:5688 ""waardenburg syndrome""|DOID:9258 ""waardenburg syndrome""",DERMO:0000196,,False
DERMO:0000206,waardenburg syndrome type 1,,WS1,,DERMO:0000205,,False
DERMO:0000207,waardenburg syndrome type 2,,WS2,,DERMO:0000205,,False
DERMO:0000208,klein-waardenburg syndrome,,WS3,"DERMLEX:3222 ""waardenburg syndrom""",DERMO:0000205,,False
DERMO:0000209,shah-waardenburg syndrome,,WS4,"DERMLEX:3223 ""waardenburg syndrom""",DERMO:0000205,,False
DERMO:0000210,tietz syndrome,,,"DERMLEX:3190 ""tietz syndrome""",DERMO:0000205,,False
DERMO:0000211,disorder of melanosome biogenesis,,,,DERMO:0000196,,False
DERMO:0000212,hermansky-pudlak syndrome,,,"SNOMEDCT_US_2015_03_01:9311003 ""hermansky-pudlak syndrome""|SNOMEDCT_US_2015_03_01:190697008 ""hermansky-pudlak syndrome""|DERMLEX:3200 ""hermansky-pudlak syndrome""|DOID:3753 ""hermansky-pudlak syndrome""",DERMO:0000211,,False
DERMO:0000213,hermansky-pudlak syndrome 1,,HPS1,"OMIM:604982 ""hermansky-pudlak syndrome 1""",DERMO:0000212,,False
DERMO:0000214,hermansky-pudlak syndrome 2,,HPS2,"OMIM:603401 ""hermansky-pudlak syndrome 2""",DERMO:0000212,,False
DERMO:0000215,hermansky-pudlak syndrome 3,,HPS3,"OMIM:606118 ""hermansky-pudlak syndrome 3""",DERMO:0000212,,False
DERMO:0000216,hermansky-pudlak syndrome 4,,HPS 4,"OMIM:606682 ""hermansky-pudlak syndrome 4""",DERMO:0000212,,False
DERMO:0000217,hermansky-pudlak syndrome 5,,HPS5,"OMIM:607521 ""hermansky-pudlak syndrome 5""",DERMO:0000212,,False
DERMO:0000218,hermansky-pudlak syndrome 6,,HPS6,"OMIM:607522 ""hermansky-pudlak syndrome 6""",DERMO:0000212,,False
DERMO:0000219,hermansky-pudlak syndrome 7,,HPS7,"OMIM:607145 ""hermansky-pudlak syndrome 7""",DERMO:0000212,,False
DERMO:0000220,hermansky-pudlak syndrome 8,,HPS8,"OMIM:609762 ""hermansky-pudlak syndrome 8""",DERMO:0000212,,False
DERMO:0000221,hermansky-pudlak syndrome 9,,HPS9,"OMIM:604310 ""hermansky-pudlak syndrome 9""",DERMO:0000212,,False
DERMO:0000222,chediak-higashi syndrome,,beguez-cesar-steinbrink syndrome|chediak-higashi disease|chediak-steinbrink anomaly|chediak-steinbrink-higashi syndrome|CHS,"SNOMEDCT_US_2015_03_01:111396008 ""chediak-higashi syndrome""|SNOMEDCT_US_2015_03_01:123309000 ""chediak-higashi syndrome""|SNOMEDCT_US_2015_03_01:190696004 ""chediak-higashi syndrome""|SNOMEDCT_US_2015_03_01:191356000 ""chediak-higashi syndrome""|DERMLEX:3202 ""chediak-higashi syndrome""|DOID:2935 ""chediak-higashi syndrome""|OMIM:606897 ""chediak-higashi syndrome""",DERMO:0000211|DERMO:0003016|DERMO:0003287|DERMO:1010003,,False
DERMO:0000223,cross syndrome,,,"SNOMEDCT_US_2015_03_01:17827007 ""cross syndrome""|DERMLEX:3179 ""oculocerebral syndrome with hypopigmentation""",DERMO:0000211,,False
DERMO:0000224,tricho-hepato-enteric syndrome,,phenotypic diarrhoea of infancy,"SNOMEDCT_US_2015_03_01:703406006 ""tricho-hepato-enteric syndrome""",DERMO:0000211,,False
DERMO:0000225,disorder of melanosome transport and/or transfer,,,,DERMO:0000196,,False
DERMO:0000226,griscelli syndrome,,GS,"SNOMEDCT_US_2015_03_01:37548006 ""griscelli syndrome""|DERMLEX:2000 ""griscelli syndrome""",DERMO:0000225|DERMO:1010003,,False
DERMO:0000227,griscelli syndrome 1,,GS1,,DERMO:0000226,,False
DERMO:0000228,griscelli syndrome 2,,GS2,,DERMO:0000226|DERMO:0003016,,False
DERMO:0000229,griscelli syndrome 3,,GS3,,DERMO:0000226,,False
DERMO:0000230,elejalde syndrome,,,,DERMO:0000225,,False
DERMO:0000232,cutaneous pigmentary mosaicism,,,,DERMO:0000196,,False
DERMO:0000233,hypomelanosis of ito,,HI|incontinentia pigmenti achromians|linear nevoid hyperpigmentation|pigmentary mosaicism,"SNOMEDCT_US_2015_03_01:218358001 ""hypomelanosis of ito""|SNOMEDCT_US_2015_03_01:254202001 ""hypomelanosis of ito""|SNOMEDCT_US_2015_03_01:254816001 ""hypomelanosis of ito""|DERMLEX:1035 ""hypomelanosis of ito""|DOID:3156 ""hypomelanosis of ito""",DERMO:0000232|DERMO:0003423,,False
DERMO:0000234,segmental pigmentation disorder,,,,DERMO:0000232|DERMO:0000262,,False
DERMO:0000235,nevus depigmentosus,,,"SNOMEDCT_US_2015_03_01:112680001 ""nevus depigmentosus""|SNOMEDCT_US_2015_03_01:403541001 ""nevus depigmentosus""|DERMLEX:4438 ""nevus depigmentosus""",DERMO:0000232|DERMO:0003423,,False
DERMO:0000236,albinism-deafness syndrome,,woolf syndrome|ziprkowski-margolis syndrome,"DERMLEX:3194 ""albinism-deafness syndrome""|OMIM:300700 ""albinism-deafness syndrome""",DERMO:0000196|DERMO:1010003,,False
DERMO:0000237,nutritional hypomelanosis,,,,DERMO:0000182,,False
DERMO:0000238,kwashiorkor,,,"SNOMEDCT_US_2015_03_01:154730001 ""kwashiorkor""|SNOMEDCT_US_2015_03_01:267495004 ""kwashiorkor""|SNOMEDCT_US_2015_03_01:58262005 ""kwashiorkor""|DERMLEX:2771 ""kwashiorkor""|DOID:13579 ""kwashiorkor""|ICD10:E40 ""kwashiorkor""",DERMO:0000380|DERMO:0002736,,False
DERMO:0000239,postinflammatory hypomelanosis,,PIH,,DERMO:0000182,,False
DERMO:0000240,pityriasis alba,,,"SNOMEDCT_US_2015_03_01:402296004 ""pityriasis alba""|SNOMEDCT_US_2015_03_01:48596006 ""pityriasis alba""|DERMLEX:2114 ""pityriasis alba""|ICD10:L30.5 ""pityriasis alba""",DERMO:0000487,,False
DERMO:0000242,hypopigmented mycosis fungoides,,,"DERMLEX:2813 ""hypopigmented mycosis fungoides""",DERMO:0001229,,False
DERMO:0000244,lichen sclerosus,,lichen sclerosus et atrophicus,"SNOMEDCT_US_2015_03_01:25674000 ""lichen sclerosus""|DERMLEX:2263 ""lichen sclerosus""|ICD10:L90.0 ""lichen sclerosus""",DERMO:0000106|DERMO:0001736|DERMO:0001796,,False
DERMO:0000245,lupus erythematosus,,,"SNOMEDCT_US_2015_03_01:200936003 ""lupus erythematosus""|DERMLEX:1793 ""lupus erythematosus""|DOID:8857 ""lupus erythematosus""|ICD10:L93 ""lupus erythematosus""",DERMO:0000106|DERMO:0000444,DERMO:0000458,False
DERMO:0000246,hypomelanosis due to infection/parasitic infection,,,,DERMO:0000182,,False
DERMO:0000247,pityriasis versicolor,,tinea versicolor,"SNOMEDCT_US_2015_03_01:154395007 ""pityriasis versicolor""|SNOMEDCT_US_2015_03_01:56454009 ""pityriasis versicolor""|DERMLEX:343 ""tinea versicolor""|DOID:9060 ""pityriasis versicolor""|ICD10:B36.0 ""pityriasis versicolor""",DERMO:0002252,,False
DERMO:0000248,leprosy,,hansen's disease,"SNOMEDCT_US_2015_03_01:81004002 ""leprosy""|SNOMEDCT_US_2015_03_01:154298007 ""leprosy""|SNOMEDCT_US_2015_03_01:266184007 ""leprosy""|DERMLEX:159 ""leprosy""|DOID:1024 ""leprosy""",DERMO:0002198,,False
DERMO:0000249,treponematoses,,,,DERMO:0002161,,False
DERMO:0000252,endemic syphilis,,bejel,"DERMLEX:264 ""endemic syphilis""|DOID:13431 ""endemic syphilis""",DERMO:0000249|DERMO:0001387|DERMO:0002166,,False
DERMO:0000253,secondary syphilis,,,"SNOMEDCT_US_2015_03_01:154382002 ""secondary syphilis""|SNOMEDCT_US_2015_03_01:240557004 ""secondary syphilis""|DERMLEX:269 ""secondary syphilis""|DOID:4157 ""secondary syphilis""",DERMO:0000249|DERMO:0000444|DERMO:0001387|DERMO:1010004,,False
DERMO:0000256,post-kala-azar dermal leishmaniasis,,,"SNOMEDCT_US_2015_03_01:67896006 ""post-kala-azar dermal leishmaniasis""|DERMLEX:405 ""post-kala-azar dermal leishmaniasis""",DERMO:0002455,,False
DERMO:0000257,disorder of hyperpigmentation,,,,DERMO:0000108,,False
DERMO:0000258,postinflammatory hyperpigmentation,,PIH|postinflammatory hypermelanosis,"SNOMEDCT_US_2015_03_01:238699007 ""postinflammatory hyperpigmentation""|SNOMEDCT_US_2015_03_01:55519009 ""postinflammatory hyperpigmentation""|ICD10:L81.0 ""postinflammatory hyperpigmentation""",DERMO:0000262|DERMO:0000263,,False
DERMO:0000259,erythema dyschromicum perstans,,ashy dermatitis|ashy dermatosis|cinderella dermatosis|dermatosis cenicienta|EDP,"SNOMEDCT_US_2015_03_01:58942006 ""erythema dyschromicum perstans""|DERMLEX:2068 ""erythema dyschromicum perstans""",DERMO:0000444,,False
DERMO:0000260,lichen planus pigmentosus,,,"SNOMEDCT_US_2015_03_01:238649008 ""lichen planus pigmentosus""|DERMLEX:2068 ""erythema dyschromicum perstans""",DERMO:0000366|DERMO:0000445,DERMO:0000466,False
DERMO:0000261,melasma,,cholasma|mask of pregnancy,"SNOMEDCT_US_2015_03_01:156434007 ""melasma""|SNOMEDCT_US_2015_03_01:36209000 ""melasma""|DERMLEX:4200 ""melasma""",DERMO:0000262,,False
DERMO:0000262,circumscribed hyperpigmentation,,,,DERMO:0000257,,False
DERMO:0000263,diffuse hyperpigmentation,,,,DERMO:0000257,,False
DERMO:0000264,familial progressive hyperpigmentation,,,"DERMLEX:3236 ""familial progressive hyperpigmentation""",DERMO:0000389,,False
DERMO:0000265,primary (localised) cutaneous amyloidosis,,,,,,True
DERMO:0000266,macular amyloidosis,,,"DERMLEX:2622 ""macular amyloidosis""",,,True
DERMO:0000267,lichen amyloidosis,,,"SNOMEDCT_US_2015_03_01:61985005 ""lichen amyloidosis""|SNOMEDCT_US_2015_03_01:282834007 ""lichen amyloidosis""|DERMLEX:2623 ""lichen amyloidosis""",,,True
DERMO:0000269,pemphigus,,,"SNOMEDCT_US_2015_03_01:65172003 ""pemphigus""|SNOMEDCT_US_2015_03_01:156355008 ""pemphigus""|DOID:9182 ""pemphigus""|ICD10:L10 ""pemphigus""",DERMO:0000104,,False
DERMO:0000270,pemphigus vulgaris,,,"SNOMEDCT_US_2015_03_01:49420001 ""pemphigus vulgaris""|DERMLEX:1748 ""pemphigus vulgaris""|ICD10:L10.0 ""pemphigus vulgaris""",DERMO:0000269|DERMO:0000276,,False
DERMO:0000271,pemphigus vulgaris - mucosal dominant,,pemphigus vulgaris - subgroup 1,,DERMO:0000270,,False
DERMO:0000272,pemphigus vulgaris - mucocutaneous type,,pemphigus vulgaris - subgroup 2,,DERMO:0000270,,False
DERMO:0000273,pemphigus vegetans,,,"SNOMEDCT_US_2015_03_01:81285006 ""pemphigus vegetans""|SNOMEDCT_US_2015_03_01:14800001 ""pemphigus vegetans""|DERMLEX:1749 ""pemphigus vegetans""|ICD10:L10.1 ""pemphigus vegetans""",DERMO:0000270,,False
DERMO:0000274,pemphigus foliaceus,,,"SNOMEDCT_US_2015_03_01:35154004 ""pemphigus foliaceus""|ICD10:L10.2 ""pemphigus foliaceus""",DERMO:0000269|DERMO:0000276|DERMO:0000432,,False
DERMO:0000275,immune mediated,,,,DERMO:0000107,,False
DERMO:0000276,autoimmune,,,"SNOMEDCT_US_2015_03_01:263680009 ""autoimmune""",DERMO:0000275,,False
DERMO:0000277,pemphigus erythmatosus,,senear-usher syndrome,,DERMO:0000274,,False
DERMO:0000278,fogo selvagem,,,"SNOMEDCT_US_2015_03_01:46459009 ""fogo selvagem""|DERMLEX:1767 ""fogo selvagem""",DERMO:0000274,,False
DERMO:0000279,paraneoplastic pemphigus,,,"DERMLEX:1753 ""paraneoplastic pemphigus""",DERMO:0000269|DERMO:0000432|DERMO:0000444,,False
DERMO:0000280,herpetiform pemphigus,,,,DERMO:0000269,,False
DERMO:0000281,drug-induced pemphigus,,,"SNOMEDCT_US_2015_03_01:200907003 ""drug-induced pemphigus""|ICD10:L10.5 ""drug-induced pemphigus""",DERMO:0000269,,False
DERMO:0000282,IgA pemphigus,,,"SNOMEDCT_US_2015_03_01:402717008 ""iga pemphigus""",DERMO:0000269,,False
DERMO:0000283,subcorneal pustular dermatosis type,,,,DERMO:0000282,,False
DERMO:0000284,intraepidermal neutrophilic type,,,,DERMO:0000282,,False
DERMO:0000285,pemphigoid group disease,,,,DERMO:0000104,,False
DERMO:0000286,bullous pemphigoid,,BP|pemphigoid,"SNOMEDCT_US_2015_03_01:77090002 ""bullous pemphigoid""|DERMLEX:1760 ""bullous pemphigoid""|DOID:8506 ""bullous pemphigoid""|ICD10:L12 ""bullous pemphigoid""|ICD10:L12.0 ""bullous pemphigoid""",DERMO:0000285|DERMO:0000432,,False
DERMO:0000287,gestational pemphigoid,,herpes gestationis|pemphigoid gestationis,"DOID:14482 ""gestational pemphigoid""|ICD10:O26.4 ""gestational pemphigoid""",DERMO:0000286|DERMO:0003281,,False
DERMO:0000288,drug-induced bullous pemphigoid,,,"SNOMEDCT_US_2015_03_01:403629000 ""drug-induced bullous pemphigoid""",DERMO:0000286,,False
DERMO:0000289,mucous membrane cicatricial pemphigoid,,benign mucous membrane pemphigoid|ocular pemphigus|scarring pemphigoid,"DOID:11656 ""mucous membrane cicatricial pemphigoid""",DERMO:0000285|DERMO:0001451,,False
DERMO:0000290,epidermolysis bullosa acquisita,,acquired epidermolysis bullosa|dermolytic pemphigoid|EBA,"SNOMEDCT_US_2015_03_01:2772003 ""epidermolysis bullosa acquisita""|DERMLEX:1766 ""epidermolysis bullosa acquisita""|DOID:4313 ""epidermolysis bullosa acquisita""|ICD10:L12.3 ""epidermolysis bullosa acquisita""",DERMO:0000285|DERMO:0001580|DERMO:0001796,,False
DERMO:0000291,linear IgA bullous dermatosis,,IgA bullous pemphigoid|LABD,,DERMO:0000296,,False
DERMO:0000292,linear IgA bullous dermatosis childhood type,,benign chronic bullous dermatosis of childhood|CBDC|childhood linear IgA dermatitis herpetiformis|chronic bullous disease of childhood,"ICD10:L12.2 ""linear iga bullous dermatosis childhood type""",DERMO:0000291,,False
DERMO:0000293,linear IgA bullous dermatosis adult type,,LAD|linear dermatitis herpetiformis|linear IgA dermatosis|linear IgA disease of adults,,DERMO:0000291,,False
DERMO:0000294,anti-p200 pemphigoid,,,,DERMO:0000285,,False
DERMO:0000295,bullous systemic lupus erythematosis,,,,DERMO:0000285|DERMO:0001796,,False
DERMO:0000296,dermatitis herpetiformis or linear IgA bullous dermatosis,,,,DERMO:0000104,,False
DERMO:0000297,vesiculobullous diseases not otherwise specified,,,,DERMO:0000104,,False
DERMO:0000298,bullosis diabeticorum,,bullous eruption of diabetes mellitis|diabetic bullae,"SNOMEDCT_US_2015_03_01:48951005 ""bullosis diabeticorum""|DERMLEX:2799 ""bullosis diabeticorum""",DERMO:0000297,,False
DERMO:0000299,coma blisters,,coma bullae,,DERMO:0000297,,False
DERMO:0000300,drug-induced coma blisters,,,,DERMO:0000299,,False
DERMO:0000301,barbiturate blisters,,,,DERMO:0000300,,False
DERMO:0000302,neurologic blisters,,,,DERMO:0000299,,False
DERMO:0000303,friction blisters,,,,DERMO:0000297,,False
DERMO:0000304,bullous small vessel vasculitis,,,,DERMO:0000297,,False
DERMO:0000305,bullous drug eruptions,,,,DERMO:0000297,,False
DERMO:0000306,bullous insect bite reaction,,,"SNOMEDCT_US_2015_03_01:403148000 ""bullous insect bite reaction""",DERMO:0000297,,False
DERMO:0000307,delayed post burn/graft blisters,,,,DERMO:0000297,,False
DERMO:0000308,oedema blisters,,hydrostatic bullae|oedema bullae|stasis blisters,,DERMO:0000297,,False
DERMO:0000309,PUVA-induced acrobullous dermatosis,,,,DERMO:0000297|DERMO:0002866,,False
DERMO:0000310,vesiculobullous and erosive disease of the newborn,,,,DERMO:0000104,,False
DERMO:0000311,common vesiculobullous and erosive disease of the newborn,,,,DERMO:0000310,,False
DERMO:0000312,erythema toxicum neonatorum,,erythema toxicum|toxic erythema of the newborn,"SNOMEDCT_US_2015_03_01:240302002 ""erythema toxicum neonatorum""|SNOMEDCT_US_2015_03_01:32698008 ""erythema toxicum neonatorum""|DERMLEX:2052 ""erythema toxicum neonatorum""",DERMO:0000311,,False
